question,uid,topical_hit
What are the key findings in this chest X-ray report?,3761,True
What abnormality is present according to the report?,3761,True
Is there any cardiomegaly?,3761,True
What are the key findings in this chest X-ray report?,3762,True
What abnormality is present according to the report?,3762,True
What are the key findings in this chest X-ray report?,3763,True
What abnormality is present according to the report?,3763,True
Is the heart size normal?,3763,True
What are the key findings in this chest X-ray report?,3764,True
What abnormality is present according to the report?,3764,True
Is the heart size normal?,3764,True
What are the key findings in this chest X-ray report?,3765,True
What abnormality is present according to the report?,3765,True
Is the heart size normal?,3765,True
What are the key findings in this chest X-ray report?,3766,True
What abnormality is present according to the report?,3766,True
What are the key findings in this chest X-ray report?,3767,True
What abnormality is present according to the report?,3767,True
Is the heart size normal?,3767,True
What are the key findings in this chest X-ray report?,3768,True
What abnormality is present according to the report?,3768,True
Is there any cardiomegaly?,3768,True
What are the key findings in this chest X-ray report?,3769,True
What abnormality is present according to the report?,3769,True
Is there any opacity?,3769,True
What are the key findings in this chest X-ray report?,3770,True
What abnormality is present according to the report?,3770,True
What are the key findings in this chest X-ray report?,3771,True
What abnormality is present according to the report?,3771,True
Is the heart size normal?,3771,True
What are the key findings in this chest X-ray report?,3772,True
What abnormality is present according to the report?,3772,True
What are the key findings in this chest X-ray report?,3773,True
What abnormality is present according to the report?,3773,True
Is the heart size normal?,3773,True
What are the key findings in this chest X-ray report?,3774,True
What abnormality is present according to the report?,3774,True
What are the key findings in this chest X-ray report?,3775,True
What abnormality is present according to the report?,3775,True
Is the heart size normal?,3775,True
What are the key findings in this chest X-ray report?,3776,True
What abnormality is present according to the report?,3776,True
What are the key findings in this chest X-ray report?,3777,True
What abnormality is present according to the report?,3777,True
What are the key findings in this chest X-ray report?,3778,True
What abnormality is present according to the report?,3778,True
Is the heart size normal?,3778,True
What are the key findings in this chest X-ray report?,3779,True
What abnormality is present according to the report?,3779,True
Is the heart size normal?,3779,True
What are the key findings in this chest X-ray report?,3780,True
What abnormality is present according to the report?,3780,True
