question,uid,hit
What abnormality is present according to the report?,3145,False
Is the heart size normal?,3145,False
What are the key findings in this chest X-ray report?,3146,False
What abnormality is present according to the report?,3146,False
Is the heart size normal?,3146,False
What are the key findings in this chest X-ray report?,3147,False
What abnormality is present according to the report?,3147,False
Is the heart size normal?,3147,False
What are the key findings in this chest X-ray report?,3148,False
What abnormality is present according to the report?,3148,False
Is there any cardiomegaly?,3148,False
Is there any effusion?,3148,False
What are the key findings in this chest X-ray report?,3149,False
What abnormality is present according to the report?,3149,False
What are the key findings in this chest X-ray report?,3150,False
What abnormality is present according to the report?,3150,False
Is there any opacity?,3150,False
Is there any atelectasis?,3150,False
What are the key findings in this chest X-ray report?,3151,False
What abnormality is present according to the report?,3151,False
What are the key findings in this chest X-ray report?,3152,False
What abnormality is present according to the report?,3152,False
Is there any opacity?,3152,False
What are the key findings in this chest X-ray report?,3153,False
What abnormality is present according to the report?,3153,False
What are the key findings in this chest X-ray report?,3154,False
What abnormality is present according to the report?,3154,False
Is there any atelectasis?,3154,False
What are the key findings in this chest X-ray report?,3155,False
What abnormality is present according to the report?,3155,False
Is there any cardiomegaly?,3155,False
What are the key findings in this chest X-ray report?,3156,False
What abnormality is present according to the report?,3156,False
Is the heart size normal?,3156,False
What are the key findings in this chest X-ray report?,3157,False
What abnormality is present according to the report?,3157,False
Is the heart size normal?,3157,False
What are the key findings in this chest X-ray report?,3158,False
What abnormality is present according to the report?,3158,False
Is there any cardiomegaly?,3158,False
Is there any opacity?,3158,False
Is there any atelectasis?,3158,False
What are the key findings in this chest X-ray report?,3159,False
What abnormality is present according to the report?,3159,False
